"sfhw","hw2","maxp"
0.0111487639255854,4.96249504059819e-07,3.51735398727437
4.13838706706303,1.04425382040042e-06,3.51088717475225
1.61427560240201,4.19165416706322e-06,3.50616522481167
0.412993988801955,1.71973909296034e-06,3.50314939838774
0.332771489441515,1.28007828132507e-06,3.49949147612669
12.2595638905012,1.33006309593175e-06,3.49568573331242
0.160301539478284,1.00641516209739e-06,3.4912853151442
0.694245734081709,1.71139809590678e-06,3.48818506325135
2.47091087245077,1.43029058166862e-06,3.4849543566549
9.76107576564319,1.2917848388107e-06,3.48043110831253
2.84760500021672,1.45791474113696e-06,3.4752766237125
1.56807787586914,1.24139146108938e-06,3.47167401816707
3.9786297978816,1.37879807008127e-06,3.46853034446677
4.46920141731035,1.32704680868565e-06,3.46491912140234
0.869380343801194,1.41490622244824e-06,3.46204501973343
3.34603549335368,1.20528931466032e-06,3.45894743508067
4.46015637615573,1.53649599996949e-06,3.45518815683463
2.15064199185047,2.70951757243927e-06,3.45077300220174
1.20514597439771,2.54347180396232e-06,3.44640965762193
1.66372636384727,2.4497574154516e-06,3.44260343846384
0.760428318614435,1.94324221104065e-06,3.43899355282582
4.88616174578788,1.84528560580935e-06,3.43511261462024
1.5437682479947,2.75819313134151e-06,3.43108769167452
8.69310780865241,1.21430785297032e-06,3.42450869325668
2.81412767062639,1.68823124240346e-06,3.4199114390998
3.79341048520939,1.77073052330728e-06,3.41859868870017
0.392912840675431,1.35411384309355e-06,3.41656238831964
4.47651969914906,1.13549616636775e-06,3.40956727424139
5.26006259770002,1.30733141068081e-06,3.40828763816653
1.90827438312334,1.19961769027421e-06,3.40318814757238
0.263106796299146,1.1621841606406e-06,3.40143555820485
3.07160446619293,1.11560634484921e-06,3.39316366150062
0.019670299507065,7.87021781219832e-07,3.38221663591144
0.00154406392350502,2.48550777626168e-07,3.37895849311031
0.023468550880095,1.17246602276265e-06,3.37615455443216
0.318956550859247,8.01434776674266e-07,3.37027000831455
