"sfhw","hw2","maxp"
0.0898985279305142,5.73184365392322e-07,3.51731348313493
7.05410152841451,9.1245762106295e-07,3.51101859228097
0.227424003654126,8.78893461938182e-07,3.50721409432322
0.0301017231696799,5.89801124021684e-07,3.50493184505496
0.00355869923506964,1.83830914133835e-07,3.50319044863997
20.4079825891122,1.18101996733269e-06,3.49578194758742
0.0254561988550812,1.9406158101473e-06,3.48798754277442
2.61658096382166,9.55008624084571e-07,3.48495283721256
15.6270276626887,1.09333458682722e-06,3.48053183108761
2.32812255400458,8.48678513469053e-07,3.4752793822082
2.19793616427704,1.02191007103824e-06,3.47163120936496
5.48097147826845,1.12257982149591e-06,3.46860572641177
5.76564511937327,1.06517859425956e-06,3.46490393949061
5.35337212858566,1.00929094281631e-06,3.45895491991491
5.67358080349451,1.14371497224438e-06,3.45524731452431
0.0390637572741327,6.27098311639631e-07,3.45109162991784
0.0796302888011969,6.45360599362117e-07,3.44721450348638
0.0616730616764461,5.22667401186075e-07,3.44278130913278
0.0342523681203254,6.92805714879445e-07,3.43962308122515
7.48390763410935,1.70242207461283e-06,3.43522253005172
14.348799743127,1.04753219832399e-06,3.42457188645048
5.47983553606606,1.71556698464588e-06,3.41995184713596
5.54592402562087,1.50965907454079e-06,3.41860225893121
0.180138630402894,4.52035958546135e-07,3.4164657638835
8.56369727361269,1.0626195894273e-06,3.40959835372155
8.19426072846701,1.08927076147791e-06,3.40828647957393
3.9639469994455,1.2225526307204e-06,3.40325749506799
0.275819228446747,6.47507281835838e-07,3.40132152641687
0.0128698087440339,4.99117918417871e-07,3.39861794402026
5.60979474819307,1.03094345947767e-06,3.39321499057393
0.020138628414155,7.81541217849149e-07,3.38628517009205
0.0239707588570592,5.81069236873815e-07,3.38217838517159
0.0198692089179444,9.17019506273276e-07,3.37726673759705
0.0375183702266083,1.22351077570985e-06,3.37603305878608
0.129844709558214,1.45194473523524e-06,3.37238354708241
