"sfhw","hw2","maxp"
0.00258617589971728,3.36721906014358e-07,3.51736689784631
3.36788716021914,1.00416186328744e-06,3.51103681701078
0.714009766192698,1.9087666471728e-06,3.50500918981652
10.0727818665705,1.29950994611883e-06,3.4958043776939
1.15306596345619,9.7671741132684e-07,3.48502992133724
7.90842628206006,1.24701498513403e-06,3.48055770972368
1.04786035842752,8.89728570248165e-07,3.47533217859894
1.00339400459482,1.07302746381975e-06,3.47172030359867
2.74175174097579,1.26104998774857e-06,3.46868060766262
2.71226564365218,1.1323983712162e-06,3.46496294072315
0.100300360607836,6.38195145882496e-07,3.46220256313448
2.68927219138833,1.12824071705917e-06,3.45900507017353
2.76388301724331,1.28481741487953e-06,3.45531313612047
0.188153752017056,7.9296406750325e-07,3.45118434761504
0.037861427403097,1.42630846587523e-06,3.44790192758851
0.268384102114228,9.33928786007582e-07,3.44278015997747
3.55363785635167,1.799005840193e-06,3.43527295852495
0.144998399746701,8.60891065335036e-07,3.43161063228334
6.95669750060162,1.13692948317742e-06,3.4245916475919
2.34811941324032,1.74178661327119e-06,3.41994366122414
3.36796942232705,1.81176532129546e-06,3.41867308552028
0.0641869276480111,3.86931405874233e-07,3.41640137980905
3.35469725604519,1.03800656659151e-06,3.40965256727081
5.17890572433878,1.38309725724389e-06,3.40837263052504
1.6727398996875,1.18578047879007e-06,3.40328670074756
0.25263987870946,1.23105335140408e-06,3.40154279661935
2.6714637104517,1.09691868745035e-06,3.39323084451866
0.0147829093817562,4.86087725569495e-07,3.38685112389216
0.00497870724848446,4.52241549582237e-07,3.38195609559447
0.0301823288570684,1.62454600299482e-06,3.38050933257428
0.0233332047473023,9.15990986099381e-07,3.37757985960418
0.0294213093631366,9.48380740484609e-07,3.3723713599829
0.0062586453663674,9.98958700965466e-07,3.37048199229739
