"sfhw","hw2","maxp"
5.23246683419999,9.98574566908852e-07,3.51090045077029
0.23831983321572,1.00457182569356e-06,3.50330731672993
15.2372395984511,1.24627726491158e-06,3.49564957576425
1.78951889689155,9.69377843444634e-07,3.48488669662474
12.2433897508497,1.22101801058103e-06,3.4804184841591
1.65923899982699,8.98963311045479e-07,3.47519722655117
1.46179742495769,1.02458101905576e-06,3.47157032223791
4.2671702633789,1.25308247469026e-06,3.46854749769631
4.29675933197681,1.14414953678436e-06,3.46482601102462
4.15824693063599,1.12526864712986e-06,3.45887320468428
4.3661489540707,1.28760772158521e-06,3.45517983541017
0.065842784710216,5.4892715842545e-07,3.45112275573151
0.00309561765701925,5.04982080059387e-07,3.44750538263239
0.14493327939822,6.82504318231277e-07,3.44281218134587
5.37159864507042,1.75476351134788e-06,3.43515997017221
0.0336112133043571,6.37725510778444e-07,3.43167252402591
10.9445767214906,1.14160619075105e-06,3.42450644815806
3.43487795457146,1.67895780840408e-06,3.41989708103457
4.85554340556116,1.73679360241281e-06,3.41856456056084
0.171366771818164,5.34032555302212e-07,3.41645559632795
5.42308782808522,1.03882160759178e-06,3.4095528361166
7.54896778731237,1.31720037475901e-06,3.40827234302798
2.96418575406824,1.29554782226737e-06,3.40318204584994
0.125642497404147,4.50556903032921e-07,3.40113445816945
4.30405022131087,1.12231371314147e-06,3.39314805547277
0.0338436876447885,6.6944343981133e-07,3.38208276336956
0.0199779146834463,7.56372282344993e-07,3.37752579962431
0.0667630994935509,1.26466295544246e-06,3.37563431701569
0.0607810499920976,1.17626752129395e-06,3.37232851812539
