"sfhw","hw2","maxp"
1.14974028021584,2.49003469319498e-06,3.50721535967387
8.49314276136418,1.05496090290852e-06,3.5016600149896
1.47301798065387,4.99201533236683e-06,3.49480345834001
23.3033596955345,1.2910652291838e-06,3.48643441711762
3.31150499541392,1.09619227348822e-06,3.47526747601998
16.9886379885818,1.09064239656718e-06,3.47116372127671
3.11641672460501,1.02584891339413e-06,3.4655406494358
2.73413728187984,1.15659705447475e-06,3.4619283090573
6.57947446768086,1.28187366551556e-06,3.45890366083501
6.71493608939633,1.16699867504061e-06,3.45518019254987
6.23766742749152,1.12356151231583e-06,3.44923004131828
6.60535199097378,1.29556237600285e-06,3.44552220700914
0.245406715478542,1.00919683038885e-06,3.44172460090193
1.27584399972787,2.53538901710711e-06,3.43924491090435
0.673392382513484,1.7115874374861e-06,3.43523262824217
0.818979636563355,2.04945949076674e-06,3.43304639576793
8.73399781655089,1.8538905723569e-06,3.4254666625919
0.0337110688222174,2.604762799212e-07,3.42222168615027
0.556145753710811,1.66922101574699e-06,3.42019717601477
0.146341153382777,4.92473577758211e-07,3.41857790652138
16.2253408728034,1.14492811111507e-06,3.41518988458598
6.05039458081232,1.83420982805586e-06,3.41019221073162
5.83411049326468,1.50127847501533e-06,3.40886207315749
1.4446728211391,2.07480870930707e-06,3.40687958043268
8.35908329491916,1.07580919416207e-06,3.40025566307679
11.1608221064627,1.3413816156912e-06,3.39895271491976
4.15114670921926,1.24428408039464e-06,3.39349435653805
1.02320964358837,1.6068916798031e-06,3.39167646235669
6.62525347139253,1.15107964005014e-06,3.38384130412389
0.913283042315834,2.07934976711605e-06,3.37783063815941
0.717791113039268,3.72847157864607e-06,3.37259462840532
0.914937435824627,4.38582447031031e-06,3.36737154632706
1.04425311306431,2.04031240286073e-06,3.36268398342501
